lemma,grammatical info,distribution,senses
īsen_1,noun neuter,,"['_iron_,’ _Æ, BH, CP, Gl, LL_']"
īsen_1,noun neuter,,"['_iron instrument_, _Lcd_']"
īsen_1,noun neuter,,"['_fetter_, _Ps_']"
īsen_1,noun neuter,,"['_iron weapon, sword_, _B_']"
īsen_1,noun neuter,,"['_ordeal of red-hot iron_', '_Ger._']"
īsen_2,adj.,,"['_of iron, ‘iron,’_ _Æ, B, Bl, CP,\xa0Da_']"
īsenbend,noun feminine,†,"['_iron bond, fetter_']"
īsenbyrne,noun feminine,,['_iron corslet_']
isend,,,[]
īsenesmið,,,[]
īsenfetor,noun feminine,,['_iron fetter_']
īsengelōma,noun masculine,,['_iron instrument_']
īsengræf,noun masculine,,['_iron-mine_']
īsengrǣg,,,"['_iron-grey_,’ _WW_']"
īsenheard,,,"['_hard as iron_', '_iron-hard_']"
īsenhearde,noun feminine,,"['_(‘iron-hard’), black centaury, vervain, knapweed_, _Lcd_']"
īsenhelm,noun masculine,,['_iron helmet_']
īsenhere,noun masculine,,['_iron-clad army_']
īsenhyrst,adj.,,['_with iron fittings_']
īsenordāl,noun neuter,,['_ordeal by iron_']
īsenōre,noun feminine,,['_iron mine_']
īsen-panna,noun masculine,,['_frying pan_']
īsenscofl,noun feminine,,['_iron shovel_']
īsenscūr,noun feminine,,['_shower of arrows_']
īsensmið,noun masculine,,['_blacksmith_']
īsenswāt,noun masculine,,['_dross of iron_']
īsentang,noun feminine,,['_snuffers_']
īsenðrēat,noun masculine,,['_iron clad troop_']
īsenwyrhta,noun masculine,,['_blacksmith_']
isern,,,[]
īsern,,,[]
īsern,,,[]
īsgebind,noun neuter,,['_fetters of ice_']
īsgeblǣd,noun neuter,,"['_ice-blister, chilblain_']"
īsig,,,"['_icy_,’ _Met_']"
īsig,,,['_shining_? _glistening_? _covered with ice_']
īsigfeðera,,,['_with frosted wings_']
īsiht,,,['_icy_']
īsīðes,adv.,,['_immediately_']
īsmere,noun masculine,,['_icy lake_']
±īsnian,,,"['_to cover with iron_', '_iron-clad_']"
"itest,",noun neuter,,[]
īð,,,[]
īðan,,,"['_to lay waste, ravage, devastate, desolate, destroy_']"
iu-,,,[]
iū,,,[]
iuc,,,[]
Iūdēas,,,['_the Jews_']
Iūdēisc,,,['_Jewish_']
iugian,,,[]
īuih,,,[]
īuwian,,,[]
īw,noun masculine,,"['_‘yew,’ yew-tree_']"
īw,noun masculine,,[]
īwberge,noun feminine,,['_yew-berry_']
"=K=
",,,N
"=K=
",,,A
Words,,,[]
"=L=
",,,N
"=L=
",,,A
lā,,,"['_lo! behold! oh! ah!_', '_O Lord! O sir!_']"
lā,,,"['_indeed, verily_', '_what!_', '_alas!_']"
label,,,[]
laber,,,['_Lcd_']
lāc,noun feminine,,"['_play, sport_']"
lāc,noun feminine,,"['_strife, battle_']"
lāc,noun feminine,,"['_sacrifice, offering_']"
lāc,noun feminine,,"['_gift, present_, _Mt_']"
lāc,noun feminine,,[]
lāc,noun feminine,,"['_booty_, _B_']"
lāc,noun feminine,,"['_message_', '_lake_']"
+lac,noun neuter,†,"['_tumult, commotion_', '_battle_']"
+lac,noun neuter,†,"['_crowd, host_']"
lācan,V_7,,"['_to move up and down, leap, jump, swing, fly_, _Jul_']"
lācan,V_7,,['_play (instrument)_']
lācan,V_7,,"['_fight, contend_, _B_']"
lācan,V_7,,['_incite to_']
lācan,V_7,,"['_be rewarded_', '_lake_']"
lācdǣd,noun feminine,,['_munificence_']
lācgeofa,noun masculine,,['_generous giver_']
+lācian,,,"['_to present, bestow_']"
lāclic,,,['_sacrificial_']
±lācnian,,,"['_to heal, cure, treat, look after_, _Æ, BH, LkL_']"
±lācnian,,,[]
±lācnian,,,"['_foment, dress (a\xa0wound)_', '_lechne_']"
lācnigendlic,,,['_surgical_']
lācnimende,,,['_munerari_']
lācnung,noun feminine,,"['_healing, cure_']"
lācnung,noun feminine,,"['_medicament, remedy_']"
lācsang,noun masculine,,['_offertory hymn_']
"lactuc,",noun masculine,,"['_lettuce_', '_L._']"
lacu,noun feminine,,"['_running water, stream, pool, ‘lake,’_ _Chr_']"
lād_1,noun feminine,,"['_course, journey_, _An, B_']"
lād_1,noun feminine,,"['_way, street, water-way_']"
lād_1,noun feminine,,"['_leading, carrying_, _LL_']"
lād_1,noun feminine,,"['_maintenance, support_', '_load_,’ ‘_lode_']"
lād_2,noun feminine,,"['_clearing from blame or accusation, purgation, exculpation_']"
ladan,,,[]
±lādian,,,"['_to clear oneself from blame or accusation, exculpate oneself_']"
±lādian,,,"['_let off, excuse_']"
lādiendlic,,,['_excusable_']
lādmann,noun masculine,,"['_conductor, guide_, _Æ_', '_lodeman_']"
lād-rinc?,noun masculine,,"['_conductor, escort_']"
ladsar,,,[]
lādscipe,noun masculine,,['_leadership_']
"lādtēow,",,,[]
lādung,noun feminine,,"['_exculpation, excuse, defence, apology_']"
lǣc,,,[]
lǣc,,,[]
lǣca,,,[]
-lǣca,,,[]
+lǣca,,,['_emulous_']
lǣcan,,,"['_to spring up, rise, flare up_']"
+lǣcan,,,['_to emulate_']
+lǣcan,,,"['_join with, make common cause with_']"
±læccan,,,"['_to seize, grasp, comprehend_, _Æ_']"
±læccan,,,"['_capture, catch_, _Chr, G, LL_']"
±læccan,,,"['_receive_', '_latch_,’ ‘_i-lecche_']"
lǣce,noun masculine,,"['_physician, doctor_, _BH, LkL_']"
lǣce,noun masculine,,[]
lǣce,noun masculine,,"['_leech_,’ _WW_']"
lǣce,noun masculine,,[]
lǣcebōc,noun feminine,,['_book of prescriptions_']
lǣcecræft,noun masculine,,"['_‘leech-craft,’ art of healing_, _Bo, Lcd_']"
lǣcecræft,noun masculine,,[]
lǣcecræft,noun masculine,,"['_medicament, remedy, prescription_']"
lǣcecræftig,,,['_skilled in medicine_']
lǣcecynn,noun neuter,,['_race of physicians_']
lǣcecyst,noun feminine,,['_medicine chest_']
lǣcedōm,noun masculine,,"['_medicament, medicine_, _BH, WW_']"
lǣcedōm,noun masculine,,[]
lǣcedōm,noun masculine,,"['_salvation_', '_leechdom_']"
lǣcedōmlic,,,['_salutary_']
lǣcedōmnes,noun feminine,,['_cataplasm_']
lǣcefeoh,noun neuter,,['_doctor’s fee_']
lǣcefinger,noun masculine,,"['_(‘leech-finger’), fourth finger_, _Lcd_']"
lǣcegeatwa?,,,['_medical apparatus_']
lǣcehūs,noun neuter,,"['_sick room, hospital_']"
lǣceiren,noun neuter,,"['_surgeon’s knife, lancet_']"
lǣcesealf,noun feminine,,['_medicinal ointment_']
lǣceseax,noun neuter,,['_lancet_']
lǣcewyrt,noun feminine,,"['_medicinal herb, drug_']"
lǣcewyrt,noun feminine,,['_ribwort_']
lǣcnian,,,[]
lǣdan,,,"['_to ‘lead,’ guide, conduct, carry, lift, take, bring_, _Æ, BH, Bl, Chr, VPs_']"
lǣdan,,,"['_take a wife, marry_']"
lǣdan,,,"['_produce, bring forth_']"
lǣdan,,,"['_pass, lead (life)_, _BH, Met_']"
lǣdan,,,['_to mark or beat the bounds of land_']
lǣdan,,,"['_perform, do_, _An_']"
lǣdan,,,"['_place, lay_']"
lǣdan,,,"['_sprout forth, grow, spread_']"
lǣde,,,[]
lǣden_1,noun neuter,,"['_Latin_,’ _A, BH, CP_']"
lǣden_1,noun neuter,,"['_any foreign language_, _Lcd_ (‘_leden_']"
lǣden_2,adj.,,['_Latin_']
lǣdenboc,noun feminine,,['_Latin book_']
lǣdend_1,noun masculine,,['_bringer_']
lǣdend_2,noun masculine,,"['_excuser, apologist_']"
lǣdengereord,noun neuter,,['_Latin language_']
lǣdengeðēode,noun neuter,,['_Latin language_']
"lǣden-isc,",,,['_Latin_']
lǣdenlār,noun feminine,,['_knowledge of Latin_']
+lǣdenlic,,,['_ductilis_']
lǣdennama,noun masculine,,['_Latin noun_']
lǣdensprǣc,noun feminine,,['_Latin language_']
lǣdenstæfum,adv.,,['_in Latin_']
lǣdenware,,,"['_Latin people, Romans_']"
lǣdenword,noun neuter,,['_Latin word_']
lǣdnes,noun feminine,,['_bringing forth_']
lǣdtēow,,,[]
lǣf,,,[]
lǣf,,,[]
±lǣfan_1,,,[]
±lǣfan_2,,,"['_to ‘leave,’ bequeath_, _B, Jn_']"
±lǣfan_2,,,[]
±lǣfan_2,,,"['_spare, leave behind, have left_, _Lk, Mk_']"
±lǣfan_2,,,"['_remain_, _Æ_']"
±lǣfan_3,,,[]
læfel,noun masculine,,"['_spoon, basin, vessel, bowl, cup_', '_Ger._']"
læfel,noun masculine,,['_L._']
lǣfend,,,[]
lǣfer,noun feminine,,"['_rush, reed, iris, gladiolus_, _Lcd, WW_']"
lǣfer,noun feminine,,[]
lǣfer,noun feminine,,"['_metal plate_', '_laver_']"
lǣfer,noun feminine,,['_levers_']
lǣferbed,noun neuter,,['_reed-bed_']
lǣfnes,,,[]
læg,noun neuter,,[]
lǣg,,,[]
lǣg,,,[]
lægde,noun neuter,,[]
lǣgon,noun neuter,,[]
lǣgt,,,[]
læht,noun neuter,,[]
lǣl,noun feminine,,"['_rod, whip, switch_']"
lǣl,noun feminine,,"['_bruise, weal, stripe_']"
"lǣlan,",,,"['_to become black and blue, be bruised_']"
lǣmen,,,"['_of clay, earthen_']"
lǣmian,,,[]
lǣn_1,,,[]
lǣn_2,noun feminine,,"['_loan, borrowing, lease, grant, gift, present, benefit_']"
lǣn_3,,,[]
±lǣnan,,,"['_to ‘lend,’_ _WW_']"
±lǣnan,,,[]
±lǣnan,,,"['_give, grant, lease_, _Gen_']"
lǣndagas,,†,"['_loan-days, transitory days, days of a man’s life_']"
"lænde-,",,,[]
lǣne,,,"['_lent, temporary, inconstant, transitory_']"
lǣne,,,"['_perishable, frail, poor_']"
lǣne,,,"['_weak, sinful_']"
lǣnelic,,,"['_passing, transitory_']"
lǣnend,noun masculine,,"['_lender_, _WW_', '_lenend_']"
lǣnendlic,,,[]
lǣnere,noun masculine,,"['_lender_,’ _WW_']"
læng,,,[]
længten-,,,[]
lǣnian,,,[]
lǣnland,noun neuter,,['_leased land_']
lǣnlic,,,[]
-lǣnung,,,[]
læpeldre,noun feminine,,['_dish_']
læpewince,noun feminine,,['_lapwing_']
læppa,noun masculine,,"['_lappet, piece, section, lobe, portion, district_, _CP, Lcd_']"
læppa,noun masculine,,['_lap_']
-læppede,,,[]
±lǣran,,,"['_to teach, instruct_, _A, BH_']"
±lǣran,,,"['_enjoin, advise, persuade, urge, preach_', '_hand down (to\xa0others)_']"
±lǣran,,,['_convert_']
±lǣran,,,"['_recall_', '_learned (opposed to_', '_clerical_ (_as\xa0opposed to lay)_, _spiritual (as\xa0opposed to temporal)_', '_lere_']"
+lǣre,,,"['_empty, hungry_', '_Ger._']"
+lǣrednes,noun feminine,,"['_learning, skill_']"
lǣrest,,,[]
lǣrestre,noun feminine,,['_instructress_']
lǣrgedēfe,,,['_adapted for instruction_']
lǣrig,noun masculine,,"['_edge, border (of a shield)_']"
-lǣrigian,,,[]
lǣringmǣden,noun neuter,,['_female pupil_']
lǣringmann,noun masculine,,['_disciple_']
lǣrnes,noun feminine,,"['_emptiness_, _Lcd_', '_leerness_']"
læs,noun neuter,,[]
lǣs_1,adv.,,"['_less, lest_', '_lest_']"
lǣs_2,noun feminine,,"['_pasture_, _JnL_', '_WW_']"
lǣs_2,noun feminine,,[]
lǣs_2,noun feminine,,"['_lease_,’ ‘_leasow_']"
lǣs_3,noun feminine,,['_blood-_)_letting_']
lǣsboren,,,['_of lower birth_']
lǣsest_1,,,[]
lǣsest_2,,,[]
lǣsian,,,[]
lǣson,noun neuter,,[]
lǣssa,adj.,,"['_‘less,’ smaller, fewer_, _Æ, Bo, Chr_']"
lǣssa,adj.,,"['_inferior_, _MtL, MtR_', '_A, Æ_. adv. _BH_']"
læst,noun feminine,,"['_fault, sin_', '_ON._']"
lǣst_1,,,"['_least_,’ _Gu, Lcd_']"
lǣst_1,,,['_lest_']
lǣst_2,noun feminine,,"['_performance, fulfilment_']"
lǣst_3,,,[]
±lǣstan,,,"['_to follow, help, serve_, _B, Bl, Met, OET_']"
±lǣstan,,,"['_perform, do, carry out, accomplish_']"
±lǣstan,,,"['_endure, last, continue_, _Cr_']"
±lǣstan,,,[]
±lǣstan,,,"['_furnish, pay_', '_last_']"
±lǣstan,,,['_Ger._']
lǣste,noun feminine,,"['_‘last’ (for the foot)_, _WW_']"
lǣstend,noun masculine,,"['_doer, performer_']"
+lǣstfullian,,,['_to testify_']
lǣstwyrhta,noun masculine,,['_shoemaker_']
lǣswe_1,,,[]
lǣswe_2,,,[]
±lǣswian,,,"['_to depasture, graze, feed_, _Æ, LkL_', '_leasow_']"
læt_1,,,[]
læt_1,,,"['_slow_, _B, Bl, CP, Lcd_']"
læt_1,,,[]
læt_1,,,"['_slack, lax, negligent_']"
læt_1,,,"['_late_,’ _Lk_']"
læt_2,noun masculine,,"['_man of the class between the slave and the ceorl_, _LL_', '_laet_']"
lǣt,noun neuter,,[]
+lǣt_1,,,[]
+lǣt_2,,,[]
lǣtan,V_7,,"['_to allow to remain, leave behind, depart from_, _‘let’ alone_, _Bl, CP_']"
lǣtan,V_7,,"['_leave undone_, _BH_']"
lǣtan,V_7,,"['_bequeath_, _EC_']"
lǣtan,V_7,,"['_allow_, _Bl, LL_']"
lǣtan,V_7,,"['_cause to do_, _BH_']"
lǣtan,V_7,,"['_regard as, consider_, _BH, Chr_']"
lǣtan,V_7,,"['_behave towards, treat_']"
lǣtan,V_7,,"['_allow to escape, emit, let out, set free_, _Æ, Lcd_']"
lǣtan,V_7,,"['_‘let’ (on\xa0lease)_, _BC_']"
lǣtan,V_7,,"['_assert, pretend_, _Lk_']"
lǣtan,V_7,,"['_allot, assign_. l.\xa0from _refrain from_']"
lǣtan,V_7,,['_approach the shore_']
lǣtan,V_7,,['_leave behind_']
lǣtanīa,,,[]
lætbyrd,noun feminine,,['_slow birth_']
+lǣte_1,noun neuter,,"['_manners, bearing_', '_ON._']"
+lǣte_2,noun neuter,,['_junction of roads_']
lætemest_1,adv.,,"['_lastly, finally_, _NG_']"
lætemest_2,,,['_latemost_']
læthȳdig,,,"['_slow-minded, dull_']"
lætlīce,adv.,,"['_slowly_, _Gu_', '_lately_']"
lætmest,,,[]
lætnes,noun feminine,,"['_slowness, delay_']"
lætnes,noun feminine,,['_sloth_']
lætra,,,"['_Æ, LL_', '_latter_']"
lætrǣde,,,"['_slow, deliberate_']"
lætsum,,,"['_backward_, _Chr_', '_latesom_']"
lǣtt,noun feminine,,"['_beam, ‘lath,’_ _WW_']"
lǣttēow,,,[]
lǣttewestre,noun feminine,,"['_guide, conductress_']"
lætting,,,[]
-lætto,,,[]
lǣð,noun neuter,,"['_a division of a county containing several hundreds, ‘lathe,’_ _BC_']"
lǣð,noun neuter,,['_landed property_? _(meadow) land_']
lǣðan,,,"['_to abuse, revile, hate_']"
lǣðan,,,['_cause to shun_']
"lǣðð,",noun feminine,,"['_wrong, injury_']"
"lǣðð,",noun feminine,,"['_hatred, malice_, _Bl_', '_leth_']"
"lǣðð,",noun feminine,,[]
lǣuw,,,[]
lǣwa,noun masculine,,"['_betrayer, traitor_, _Lk_']"
lǣwa,noun masculine,,['_lewe_']
±lǣwan,,,"['_to betray_', '_Goth._']"
-lǣwe,,,[]
lǣwede,,,"['_lay, laic, unlearned_. as sb. _layman_, _BH_']"
lǣwede,,,['_lewd_']
læwel,,,[]
lǣwend,noun masculine,,"['_betrayer, traitor_']"
lǣwerce,,,[]
læwil,,,[]
læx,,,[]
lāf,noun feminine,,"['_what is left, remnant, legacy, relic, remains, rest_, _Bl, Chr_']"
lāf,noun feminine,,[]
lāf,noun feminine,,"['_relict, widow_', '_alone_', '_to remain over_', '_survivors of battle_', '_results of forging, swords_', '_lave_']"
lāf,noun feminine,,[]
lāferce,,,[]
±lafian,,,"['_to pour water on, wash_, _‘lave,’ bathe_, _B, Lcd_']"
±lafian,,,"['_ladle out_, _Lcd_']"
lag-,,,[]
-laga,,,[]
lage-,,,[]
lagen_1,,,[]
lagen_2,,,[]
±lagian,,,"['_to appoint, ordain_, _W_', '_law_,’ ‘_i-lahen_']"
lago-,,,[]
-lagol,,,[]
lāgon,noun neuter,,[]
lagu_1,noun feminine,,[]
lagu_1,noun feminine,,"['_‘law,’ ordinance, rule, regulation_']"
lagu_1,noun feminine,,"['_Chr, LL, RB_']"
lagu_1,noun feminine,,"['_right, legal privilege_']"
lagu_1,noun feminine,,['_district governed by the same laws_']
lagu_2,noun masculine,,"['_water, flood, sea, ocean_, _Gen, Met_']"
lagu_2,noun masculine,,"['_name of the rune for =l=_', '_lay_']"
+lagu,,,"['_extent, surface (of sea)_', '_OS._']"
lagucræftig,,,['_skilled in seafaring_']
lagufæsten,noun neuter,†,"['_sea, ocean_']"
lagufæðm,noun masculine,,['_enveloping waves_']
laguflōd,noun masculine,,"['_wave, stream, waters, sea, ocean_']"
lagulād,noun feminine,†,"['_water-way, sea_']"
lagumearg,noun masculine,,"['_sea-horse, ship_']"
lagusīð,noun masculine,†,['_sea-journey_']
lagustrǣt,noun feminine,,['_sea-path_']
lagustrēam,noun masculine,†,"['_water, sea, ocean_']"
laguswimmend,noun masculine,†,['_swimming in the sea (fish)_']
lāh,noun neuter,,[]
lah-,,,[]
lahbreca,noun masculine,,"['_law-breaker, impious man_']"
lahbrecende,,,"['_impious, profane_']"
lahbryce,noun masculine,,['_breach of the law_']
"lah-cēap,",noun masculine,,['_money paid (by an outlaw) for restitution of legal rights_']
lahlic,,,"['_lawful, legal_']"
lahmann,noun masculine,,"['_an official declarer of the law_, _LL_', '_lawman_']"
lahriht,noun neuter,,['_legal right_']
lah-slitt,noun neuter,,['_fine for breach of the (Danish) law_']
lahwita,noun masculine,,['_lawyer_']
lām,noun neuter,,"['_‘loam,’ clay, earth_, _Æ, WW_']"
lām,noun neuter,,[]
lama,adj.,,"['_crippled, lame, paralytic, weak (man)_, _Æ, BH, Cp, El, Mt,\xa0WW_']"
lamb,noun neuter,,"['_lamb_,’ _Æ, G, Gl, Gu,\xa0WW_']"
lambyrd,noun feminine,,['_imperfect birth_']
lāmfæt,noun neuter,†,['_vessel of clay (the body)_']
lamp_1,noun neuter,,[]
lamp_2,,,[]
lamprēde,noun feminine,,"['_lamprey_', '_L._']"
"lām-pytt,",noun masculine,,['_loampit_']
lāmwyrhta,noun masculine,,['_potter_']
lān,,,[]
lanan,,,[]
land,noun neuter,,"['_earth_, _‘land,’ soil_, _B, BH, VPs, WW_']"
land,noun neuter,,[]
land,noun neuter,,"['_territory, realm, province, district_, _Cp, Chr, Bl, VPs_']"
land,noun neuter,,"['_landed property_, _Æ, Bl_']"
land,noun neuter,,"['_country (not town)_, _Æ, BH_']"
land,noun neuter,,['_ridge in a ploughed field_']
+landa,noun masculine,,"['_compatriot, kinsman_']"
landādl,,,[]
landælf,noun feminine,,['_land-elf_']
landāgend,noun masculine,,['_native_']
landāgende,,,['_owning land_']
landār,noun feminine,,['_landed property_']
landbegenga,noun masculine,,"['_husbandman, peasant, native_']"
landbegengnes,noun feminine,,['_habitation_']
landbigong,noun masculine,,['_dwelling in a country_']
landbōc,noun feminine,,"['_‘land book,’ written grant of land_, _Ct,\xa0WW_']"
landbrǣce,noun masculine,,['_first ploughing (after land has lain fallow)_']
landbūend_1,noun feminine,,"['_inhabitant, native_']"
landbūend_1,noun feminine,,['_husbandman_']
landbūend_2,noun feminine,,['_colony_']
landbūende,,,"['_dwelling on the land, native_']"
landbūnes,noun feminine,,"['_colony, settlement_']"
"land-cēap,",noun masculine,,"['_fine paid to the lord on the alienation of land_, _BC_', '_landcheap_']"
landefen,noun masculine,,['_measure or proportion of land_']
landesmann,,,[]
landfæsten,noun neuter,,['_natural fortress_']
landfeoh,noun neuter,,['_recognitory rent for land_']
landfolc,noun neuter,,"['_people of the country, inhabitants_, _Æ_', '_landfolk_']"
landfruma,noun masculine,,"['_ruler, prince_']"
landfyrd,noun feminine,,['_army_']
landgafol,noun neuter,,"['_land-tax, tribute_, _LL_', '_land-gavel_']"
landgehwerf,noun neuter,,['_exchange of land_']
landgemaca,noun masculine,,['_neighbour_']
"land-gemǣre,",noun neuter,,"['_boundary, limit, frontier_']"
landgesceaft,noun feminine,,['_earthly creature_']
landgeweorc,noun neuter,,['_fortified place_']
landgewyrpe,noun neuter,,['_heap of earth_']
landhæbbende,,,['_owning or ruling land_']
landhæfen,noun feminine,,['_real property_']
landhere,noun masculine,,['_native force_']
landhere,noun masculine,,['_land force (opposed to naval force)_']
landhlāford,noun masculine,,"['_lord of a country, lord of a manor, landlord_']"
landhredding,noun feminine,,['_redemption of land_']
landlagu,noun feminine,,['_local law_']
landlēas,,,"['_not owning land_, _LL_', '_landless_']"
land-lēod,noun masculine,,"['_inhabitant of a country, native_']"
landlyre,noun masculine,,['_loss of territory_']
landmann,noun masculine,,"['_inhabitant of a country, native_, _Ex, LL_', '_landmann_']"
landmearc,noun masculine,,['_boundary_']
+landod,,,['_having landed property_']
landopenung,noun feminine,,['_first ploughing of land_']
landrǣden,noun neuter,,[]
landrest,noun feminine,,['_grave_']
landrīca,noun masculine,,['_landed proprietor_']
landrīce,noun neuter,,['_territory_']
landriht,noun neuter,,"['_‘land-right,’ right to own or occupy land or connected with its occupation_, _B, Ex, Gen_']"
landriht,noun neuter,,['_that which is due from land or estates_']
landscearu,noun feminine,,"['_tract of land, province, country_']"
landscearu,noun feminine,,"['_boundary, landmark_']"
landscipe,noun masculine,,['_region_']
landscoru,,,[]
landsēta,noun masculine,,['_settler_']
landseten,noun feminine,,['_occupation of land_']
landseten,noun feminine,,"['_occupied land, estate_']"
landseðla,noun masculine,,['_occupier of land_']
landsidu,noun masculine,,['_custom of a country_']
landsittende,,,['_occupying land_']
landsōcn,noun feminine,†,['_search for land to settle on_']
landspēd,noun feminine,,['_landed property_']
landspēdig,,,['_rich in land_']
landsplott,noun masculine,,['_plot of land_']
landstede,noun masculine,,['_region_']
landstycce,noun neuter,,['_small plot of ground_']
landwaru,noun feminine,,"['_inhabitants, population_']"
landweard,noun masculine,,['_coast-warden_']
landwela,noun masculine,,['_earthly possessions_']
lane,,,[]
lang,,,"['_‘long,’ tall_, _AO, BH, Lcd, MH_']"
lang,,,[]
+lang,,,"['_dependent on, attainable from, present in, belonging to_, _Æ, AO, Gu_', '_along_']"
langafrīgedæg,noun masculine,,['_Good Friday_']
langað,,,[]
langbolster,noun neuter,,['_feather-bed_']
lange,adv.,,"['_‘long,’ a long time, far_, _B, BH, Bl,\xa0Bo_']"
langfǣre,,,"['_lasting, protracted_']"
langfērnes,noun feminine,,"['_length, long duration_']"
langfirst,noun masculine,,['_long space of time_']
langgestrēon,noun neuter,,['_ancient store of wealth_']
langian,,,"['_to ‘long’ for, yearn after, grieve for, be pained_, _AO_']"
langian,,,"['_grow longer_, _Lcd_']"
langian,,,['_summon_']
langian,,,['_belong_']
+langian,,,"['_to send for, summon, call_']"
+langian,,,"['_apprehend, seize_']"
langieldo,noun feminine,,['_advanced age_']
langlīce,adv.,,"['_for a long time, long, at length_']"
langlīfe,,,['_long-lived_']
langmōd,,,"['_constant, patient, long-suffering_']"
langmōdig,,,['_long-suffering_']
langmōdnes,noun feminine,,['_long-suffering_']
langnes,noun feminine,,"['_length_, _Æ_', '_longness_']"
langoð,noun masculine,,"['_longing, unsatisfied craving, discontent_']"
langsceaft,,,['_having a long shaft_']
langscip,noun neuter,,['_man of war_']
langstrang,,,['_longanimis_']
langsum,,,"['_long, lasting, tedious, protracted_, _B_ (o), _Lcd_']"
langsum,,,['_longsome_']
langsumnes,noun feminine,,"['_length_, _Ps_']"
langsumnes,noun feminine,,['_longsomeness_']
langsweored,,,['_long-necked_']
langtwidig,,,"['_lasting, assured_']"
langung,noun feminine,,"['_‘longing,’ desire_, _Bl_']"
langung,noun feminine,,"['_weariness, sadness, dejection_']"
langung,noun feminine,,['_delay_']
langunghwīl,noun feminine,,['_time of weariness_']
langweb,noun neuter,,['_warp (in weaving)_']
langwege,,,['_peregre_']
langwyrpe,,,['_oblong_']
lānland,,,[]
lann,noun feminine,†,"['_chain, fetter_']"
lanu,noun feminine,,"['_‘lane,’ street_, _Bl_']"
lapian,,,"['_to ‘lap’ up, drink_, _Lcd_']"
lapian,,,[]
lappa,,,[]
lār,noun feminine,,"['_‘lore,’ learning, science, art of teaching, preaching, doctrine_, _Bl_']"
lār,noun feminine,,[]
lār,noun feminine,,"['_precept, exhortation, advice, instigation_, _JnL_']"
lār,noun feminine,,[]
lār,noun feminine,,"['_history, story_']"
lār,noun feminine,,['_cunning_']
lārbōc,noun feminine,,"['_book containing instruction (used of St Paul’s Epistles, and Bede’s works)_']"
lārbodung,noun feminine,,"['_teaching, preaching_']"
lārbysn,noun feminine,,['_example_']
lārcniht,noun masculine,,['_disciple_']
lārcræft,noun masculine,,['_knowledge_']
lārcwide,noun masculine,†,"['_teaching, precept_']"
lardōm,noun masculine,,"['_teaching, instruction_']"
"lār-ēow,",noun masculine,,"['_teacher, master, preacher_, _BH, JnL_']"
"lār-ēow,",noun masculine,,['_lorthew_']
lārēowdōm,noun masculine,,"['_function of teacher, instruction_']"
lārēowdōm,noun masculine,,['_ecclesiastical authority_']
lārēowlic,,,['_like a teacher_']
lārēowsetl,noun neuter,,"['_teacher’s seat, pulpit_']"
lārēwes,,,[]
lārfæsten,noun neuter,,['_prescribed fast_']
lārhlystend,noun masculine,,['_catechumen_']
lārhūs,noun neuter,,['_school_']
lārlēast,noun feminine,,"['_want of instruction, ignorance_']"
lārlic,,,"['_conducive to learning, instructive_', '_amongst soldiers in training_']"
lārsmið,noun masculine,†,"['_teacher, counsellor_']"
lārspell,noun neuter,,"['_homily, sermon, treatise_, _Æ_', '_lorespell_']"
lārsum,,,['_teachable_']
lārswice,noun masculine,,['_trickery_']
lārðēaw,,,[]
lārðegn,noun masculine,,['_teacher_']
lārwita,noun masculine,,['_learned man_']
lāser,,,"['_weed, tare_']"
lāst,noun masculine,,['_sole of foot_']
lāst,noun masculine,,"['_spoor, footprint, track, trace_, _B, Bl_']"
lāst,noun masculine,,"['_behind, after, in pursuit of_. on l. lecgan _to follow_', '_to go_']"
lāst,noun masculine,,"['_gait, step_', '_last_']"
±lāst,noun neuter,,"['_accomplishment, observance_']"
±lāst,noun neuter,,"['_duty, due, obligation, vow_']"
+lāstful,,,"['_helpful, serviceable_, _LL_']"
+lāstful,,,['_lastfull_']
lāstweard,noun masculine,,"['_successor, heir_']"
lāstweard,noun masculine,,['_pursuer_']
lāstword,noun neuter,,['_fame after death_']
lasur,,,[]
lat-,,,[]
late,adv.,,"['_late_,’ _Chr, Jul_']"
late,adv.,,"['_slowly_, _Lcd_']"
late,adv.,,['_at last_']
latemest_1,,,[]
latemest_2,,,[]
lātēow,,,[]
±latian,,,"['_to be slow, indolent_']"
±latian,,,"['_linger, delay, hesitate_']"
"lator,",adv.,,"['_slower, later_, _A, Bo, MtR_']"
"lator,",adv.,,"['_latter_,’ ‘_last_']"
latt,,,[]
lattēh,noun feminine,,['_guiding rein_']
"lāttēow,",noun masculine,,"['_leader, guide, general_, _Bo, VPs_']"
"lāttēow,",noun masculine,,['_lattew_']
lāttēowdōm,noun masculine,,"['_leadership, guidance, instruction_']"
latung,noun feminine,,"['_delay, hindrance_']"
"lātðēow,",,,[]
lāð_1,,,"['_hated, hateful, hostile, malignant, evil_, _AO, B_']"
lāð_1,,,"['_loathsome, noxious, grievous, unpleasant_, _Ep_']"
lāð_1,,,['_loath_']
lāð_2,noun neuter,,"['_pain, harm, injury, misfortune_']"
lāð_2,noun neuter,,"['_insult, annoyance, harmful thing_, _BH, Lcd_']"
lāð_2,noun neuter,,['_loath_']
lāð_2,noun neuter,,['_Ger._']
